Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2018,Kittitas,WA,Truck,0,0,0,14049,14049,0
February 28 2021,Maricopa,AZ,Passenger,6,10,16,1652,1668,0.96
June 30 2017,Kittitas,WA,Passenger,22,17,39,27560,27599,0.14
January 31 2017,Prince George's,MD,Passenger,0,1,1,191,192,0.52
January 31 2021,Calvert,MD,Passenger,0,2,2,95,97,2.06
October 31 2024,Chelan,WA,Passenger,964,278,1242,54027,55269,2.25
January 31 2026,Pasco,FL,Truck,1,0,1,3,4,25
July 31 2020,Boulder,CO,Passenger,1,1,2,56,58,3.45
August 31 2017,Kitsap,WA,Passenger,636,336,972,173753,174725,0.56
September 30 2021,Washtenaw,MI,Passenger,0,1,1,38,39,2.56
June 30 2025,Brown,WI,Passenger,1,0,1,5,6,16.67
June 30 2025,Grant,WA,Passenger,619,279,898,68516,69414,1.29
September 30 2018,Walla Walla,WA,Passenger,36,49,85,35896,35981,0.24
March 31 2022,Orange,CA,Passenger,10,3,13,496,509,2.55
August 31 2023,Stafford,VA,Passenger,3,0,3,82,85,3.53
June 30 2019,Suffolk,MA,Passenger,0,1,1,41,42,2.38
December 31 2019,Okanogan,WA,Truck,0,0,0,16534,16534,0
September 30 2022,Kings,NY,Passenger,1,0,1,76,77,1.3
July 31 2017,San Diego,CA,Passenger,5,2,7,2740,2747,0.25
July 31 2019,Essex,MA,Passenger,1,0,1,33,34,2.94
August 31 2025,Lincoln,OR,Passenger,2,0,2,23,25,8
June 30 2019,Lincoln,WA,Truck,0,0,0,4673,4673,0
December 31 2020,Arapahoe,CO,Passenger,1,0,1,140,141,0.71
April 30 2024,Lewis,WA,Passenger,444,368,812,58874,59686,1.36
October 31 2020,Flathead,MT,Passenger,2,0,2,66,68,2.94
March 31 2021,Davidson,TN,Passenger,1,0,1,84,85,1.18
September 30 2023,Travis,TX,Passenger,3,4,7,142,149,4.7
February 28 2017,Guilford,NC,Passenger,1,0,1,34,35,2.86
March 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
July 31 2018,Whitman,WA,Passenger,19,28,47,22643,22690,0.21
February 28 2021,Lewis,WA,Truck,0,0,0,26689,26689,0
September 30 2020,Goochland,VA,Passenger,3,2,5,292,297,1.68
April 30 2022,Cowlitz,WA,Truck,0,1,1,28705,28706,0
December 31 2019,Clark,WA,Passenger,1841,1044,2885,317412,320297,0.9
June 30 2023,Skagit,WA,Passenger,1102,413,1515,88551,90066,1.68
September 30 2019,Wilson,TX,Passenger,0,1,1,7,8,12.5
August 31 2025,Riverside,CA,Passenger,12,3,15,407,422,3.55
July 31 2019,Chelan,WA,Passenger,161,68,229,54402,54631,0.42
February 29 2024,Riverside,CA,Passenger,12,2,14,511,525,2.67
November 30 2021,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
December 31 2018,Manassas,VA,Passenger,0,1,1,9,10,10
February 28 2026,Churchill,NV,Passenger,0,1,1,31,32,3.12
May 31 2024,Douglas,WA,Truck,14,0,14,13036,13050,0.11
April 30 2024,Benton,AR,Passenger,4,0,4,23,27,14.81
April 30 2023,Fairfax,VA,Passenger,14,3,17,688,705,2.41
March 31 2023,Adams,CO,Passenger,1,0,1,43,44,2.27
January 31 2018,Ventura,CA,Passenger,0,1,1,352,353,0.28
May 31 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
January 31 2023,Wichita,TX,Passenger,1,0,1,42,43,2.33
March 31 2023,Sacramento,CA,Passenger,3,1,4,256,260,1.54
May 31 2020,Albemarle,VA,Passenger,1,0,1,22,23,4.35
February 28 2023,Sumter,SC,Passenger,0,1,1,28,29,3.45
January 31 2020,Fresno,CA,Passenger,2,0,2,215,217,0.92
September 30 2025,Grant,WA,Truck,59,0,59,28094,28153,0.21
January 31 2017,Santa Clara,CA,Passenger,5,3,8,489,497,1.61
October 31 2024,Virginia Beach,VA,Truck,1,0,1,121,122,0.82
November 30 2020,Orange,CA,Passenger,7,3,10,532,542,1.85
August 31 2020,Garfield,WA,Truck,0,0,0,993,993,0
July 31 2023,Placer,CA,Passenger,1,0,1,91,92,1.09
June 30 2020,Pima,AZ,Passenger,3,1,4,404,408,0.98
June 30 2024,Garfield,OK,Passenger,1,0,1,20,21,4.76
December 31 2025,Hampden,MA,Passenger,1,0,1,10,11,9.09
May 31 2022,Oldham,KY,Passenger,0,1,1,5,6,16.67
August 31 2017,Okaloosa,FL,Passenger,1,0,1,181,182,0.55
December 31 2017,Snohomish,WA,Truck,1,0,1,121363,121364,0
November 30 2022,Sussex,NJ,Passenger,1,0,1,2,3,33.33
September 30 2017,Norfolk,MA,Passenger,1,0,1,40,41,2.44
October 31 2021,Carroll,MD,Passenger,0,1,1,23,24,4.17
October 31 2019,Benton,WA,Truck,0,0,0,42333,42333,0
December 31 2024,Clackamas,OR,Passenger,4,2,6,123,129,4.65
September 30 2017,Ferry,WA,Passenger,1,1,2,4380,4382,0.05
March 31 2020,Franklin,WA,Passenger,58,76,134,60958,61092,0.22
July 31 2025,Fresno,CA,Passenger,1,1,2,118,120,1.67
November 30 2025,Saginaw,MI,Passenger,0,1,1,1,2,50
November 30 2019,Suffolk,VA,Passenger,1,0,1,130,131,0.76
July 31 2023,Nassau,NY,Passenger,2,0,2,36,38,5.26
December 31 2023,Cameron,TX,Passenger,1,0,1,23,24,4.17
January 31 2017,Klickitat,WA,Passenger,20,22,42,14796,14838,0.28
July 31 2017,Pend Oreille,WA,Truck,0,0,0,5577,5577,0
June 30 2019,Klickitat,WA,Truck,0,0,0,8237,8237,0
August 31 2024,Larimer,CO,Passenger,2,0,2,43,45,4.44
September 30 2023,San Mateo,CA,Passenger,7,1,8,119,127,6.3
May 31 2023,Monroe,NY,Passenger,1,0,1,24,25,4
May 31 2025,San Juan,WA,Passenger,860,277,1137,13364,14501,7.84
October 31 2023,Charleston,SC,Passenger,0,2,2,71,73,2.74
November 30 2017,Clark,WA,Truck,0,0,0,78194,78194,0
June 30 2025,Okanogan,WA,Truck,36,0,36,16424,16460,0.22
March 31 2021,Deschutes,OR,Passenger,2,0,2,165,167,1.2
March 31 2024,Tom Green,TX,Passenger,1,1,2,19,21,9.52
November 30 2020,New London,CT,Passenger,0,2,2,239,241,0.83
September 30 2025,Kauai,HI,Passenger,1,0,1,13,14,7.14
November 30 2023,Palm Beach,FL,Passenger,2,1,3,58,61,4.92
March 31 2025,Jefferson,LA,Passenger,1,0,1,25,26,3.85
August 31 2025,Lincoln,WA,Truck,2,0,2,4741,4743,0.04
December 31 2025,Muscogee,GA,Passenger,2,1,3,100,103,2.91
October 31 2024,Broward,FL,Passenger,1,0,1,66,67,1.49
May 31 2019,Cochise,AZ,Passenger,0,1,1,122,123,0.81
February 28 2026,Onondaga,NY,Passenger,1,0,1,8,9,11.11
June 30 2024,Santa Cruz,AZ,Passenger,1,0,1,4,5,20
November 30 2018,Contra Costa,CA,Passenger,0,2,2,403,405,0.49
May 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20
July 31 2025,Orange,CA,Passenger,17,3,20,341,361,5.54
May 31 2021,Moore,NC,Passenger,0,1,1,155,156,0.64
March 31 2024,Dakota,MN,Passenger,1,1,2,13,15,13.33
August 31 2024,King,WA,Passenger,83238,19774,103012,1301532,1404544,7.33
May 31 2024,Polk,OR,Passenger,1,1,2,23,25,8
February 28 2021,Cumberland,NC,Passenger,0,2,2,455,457,0.44
October 31 2018,Wahkiakum,WA,Truck,0,0,0,1700,1700,0
March 31 2019,Santa Clara,CA,Passenger,8,1,9,406,415,2.17
January 31 2017,San Diego,CA,Passenger,4,2,6,2921,2927,0.2
March 31 2024,Pulaski,MO,Passenger,4,0,4,127,131,3.05
October 31 2023,Norfolk,MA,Passenger,0,1,1,26,27,3.7
March 31 2023,Mason,WA,Truck,11,0,11,20765,20776,0.05
December 31 2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
October 31 2025,Loudoun,VA,Passenger,1,1,2,42,44,4.55
February 28 2019,Douglas,WA,Truck,0,0,0,12160,12160,0
June 30 2023,District of Columbia,DC,Truck,1,0,1,14,15,6.67
December 31 2025,Collin,TX,Passenger,4,1,5,50,55,9.09
December 31 2021,Alameda,CA,Passenger,6,0,6,264,270,2.22
May 31 2025,Loudoun,VA,Truck,1,0,1,7,8,12.5
December 31 2025,Marin,CA,Passenger,2,2,4,29,33,12.12
January 31 2026,Suffolk,MA,Passenger,1,0,1,25,26,3.85
February 28 2021,Whatcom,WA,Passenger,1277,571,1848,149794,151642,1.22
April 30 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
May 31 2018,Kittitas,WA,Passenger,45,32,77,28886,28963,0.27
April 30 2024,Loudoun,VA,Passenger,2,1,3,63,66,4.55
February 28 2017,Jefferson,NY,Passenger,1,1,2,254,256,0.78
June 30 2019,Kitsap,WA,Passenger,1049,605,1654,180585,182239,0.91
May 31 2017,Adams,WA,Truck,0,0,0,5080,5080,0
July 31 2023,Hillsborough,FL,Passenger,2,1,3,151,154,1.95
February 28 2022,Mohave,AZ,Passenger,1,0,1,74,75,1.33
December 31 2021,San Bernardino,CA,Passenger,1,1,2,418,420,0.48
October 31 2017,Kauai,HI,Passenger,1,0,1,24,25,4
February 28 2021,Wilson,TX,Passenger,0,1,1,6,7,14.29
August 31 2019,Benton,AR,Passenger,1,0,1,28,29,3.45
April 30 2017,Spokane,WA,Passenger,236,208,444,295597,296041,0.15
May 31 2021,Thurston,WA,Truck,0,0,0,56474,56474,0
October 31 2018,Whatcom,WA,Passenger,701,339,1040,148705,149745,0.69
March 31 2022,Hudson,NJ,Passenger,3,0,3,50,53,5.66
September 30 2024,Bannock,ID,Passenger,1,0,1,8,9,11.11
September 30 2021,Maricopa,AZ,Passenger,13,8,21,1572,1593,1.32
February 28 2025,Snohomish,WA,Passenger,23723,4740,28463,523604,552067,5.16
April 30 2020,Clallam,WA,Truck,1,0,1,21687,21688,0
April 30 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
May 31 2018,Maui,HI,Passenger,1,0,1,59,60,1.67
March 31 2017,Duval,FL,Passenger,1,1,2,379,381,0.52
January 31 2026,James City,VA,Passenger,1,0,1,28,29,3.45
July 31 2025,New London,CT,Passenger,1,3,4,188,192,2.08
November 30 2018,Columbia,WA,Passenger,2,2,4,2436,2440,0.16
April 30 2020,San Francisco,CA,Passenger,2,2,4,120,124,3.23
February 29 2020,Kauai,HI,Passenger,1,0,1,18,19,5.26
September 30 2024,Williamsburg,VA,Passenger,0,1,1,5,6,16.67
December 31 2017,Clallam,WA,Truck,0,0,0,21223,21223,0
May 31 2023,Yellowstone,MT,Passenger,0,1,1,36,37,2.7
July 31 2020,Arlington,VA,Passenger,0,2,2,161,163,1.23
June 30 2020,Calvert,MD,Passenger,0,2,2,98,100,2
January 31 2021,Monroe,NY,Passenger,1,0,1,29,30,3.33
June 30 2019,Riverside,CA,Passenger,2,2,4,726,730,0.55
February 28 2025,Norfolk,VA,Passenger,2,1,3,259,262,1.15
December 31 2018,San Diego,CA,Passenger,9,3,12,2616,2628,0.46
June 30 2023,Harrison,MS,Passenger,1,0,1,46,47,2.13
October 31 2019,Skamania,WA,Truck,0,0,0,4101,4101,0
July 31 2018,Cochise,AZ,Passenger,0,1,1,120,121,0.83
January 31 2018,Pacific,WA,Truck,0,0,0,7527,7527,0
March 31 2018,Nueces,TX,Passenger,1,1,2,95,97,2.06
August 31 2025,Laramie,WY,Passenger,1,1,2,32,34,5.88
March 31 2018,Hardin,KY,Passenger,0,1,1,118,119,0.84
September 30 2023,Ferry,WA,Passenger,23,4,27,4309,4336,0.62
October 31 2022,Clark,WA,Passenger,4592,1918,6510,313963,320473,2.03
May 31 2024,Columbia,WA,Passenger,9,0,9,2390,2399,0.38
December 31 2025,New London,CT,Passenger,1,2,3,174,177,1.69
November 30 2020,Monterey,CA,Passenger,0,2,2,162,164,1.22
June 30 2019,Albemarle,VA,Passenger,1,0,1,23,24,4.17
January 31 2019,New York,NY,Passenger,1,0,1,81,82,1.22
August 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
February 29 2020,Richland,SC,Passenger,0,1,1,166,167,0.6
July 31 2021,Skamania,WA,Passenger,51,36,87,8391,8478,1.03
November 30 2022,Allen,IN,Passenger,1,0,1,22,23,4.35
December 31 2018,Montgomery,TX,Passenger,2,0,2,69,71,2.82
August 31 2025,Fairfax,VA,Passenger,23,6,29,545,574,5.05
November 30 2022,Owyhee,ID,Passenger,1,0,1,3,4,25
December 31 2020,Kootenai,ID,Passenger,0,1,1,247,248,0.4
October 31 2020,Harford,MD,Passenger,0,1,1,68,69,1.45
May 31 2025,Wahkiakum,WA,Truck,9,0,9,1774,1783,0.5
April 30 2018,Williamson,TX,Passenger,0,1,1,182,183,0.55
August 31 2025,James City,VA,Passenger,1,0,1,31,32,3.12
May 31 2020,Pacific,WA,Truck,0,0,0,7612,7612,0
July 31 2024,Thurston,WA,Passenger,4566,1611,6177,188534,194711,3.17
July 31 2018,Travis,TX,Passenger,1,0,1,221,222,0.45
December 31 2018,Cochise,AZ,Passenger,0,1,1,125,126,0.79
June 30 2018,Bexar,TX,Passenger,2,4,6,770,776,0.77
January 31 2019,San Juan,WA,Truck,0,0,0,5795,5795,0
June 30 2025,Hartford,CT,Passenger,2,0,2,25,27,7.41
April 30 2023,St. Louis,MO,Passenger,1,0,1,86,87,1.15
December 31 2018,Pend Oreille,WA,Truck,0,0,0,5734,5734,0
June 30 2019,Skagit,WA,Truck,1,0,1,32421,32422,0
January 31 2020,Charleston,SC,Passenger,1,0,1,116,117,0.85
April 30 2023,Rockingham,NH,Passenger,1,0,1,22,23,4.35
December 31 2022,Kitsap,WA,Truck,33,0,33,52680,52713,0.06
April 30 2025,Berkeley,SC,Passenger,1,3,4,97,101,3.96
April 30 2022,Fairfax,VA,Passenger,9,3,12,718,730,1.64
February 28 2022,Nassau,NY,Passenger,3,0,3,39,42,7.14
October 31 2020,Sedgwick,KS,Passenger,1,1,2,106,108,1.85
May 31 2017,Saratoga,NY,Passenger,1,1,2,74,76,2.63
August 31 2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
October 31 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
February 28 2022,Fort Bend,TX,Passenger,2,0,2,39,41,4.88
January 31 2025,San Diego,CA,Passenger,35,16,51,2168,2219,2.3
January 31 2019,Pierce,WA,Truck,0,0,0,139005,139005,0
May 31 2024,Harnett,NC,Passenger,4,0,4,146,150,2.67
July 31 2025,Clark,WA,Passenger,11471,3917,15388,318177,333565,4.61
March 31 2024,Liberty,GA,Passenger,0,1,1,112,113,0.88
March 31 2024,Philadelphia,PA,Passenger,0,1,1,67,68,1.47
February 28 2022,Harrison,MS,Passenger,2,0,2,57,59,3.39
April 30 2024,Cumberland,ME,Passenger,1,1,2,15,17,11.76
August 31 2022,Washoe,NV,Passenger,1,0,1,95,96,1.04
May 31 2022,Norfolk,VA,Passenger,2,3,5,305,310,1.61
May 31 2021,Henrico,VA,Passenger,0,1,1,23,24,4.17
June 30 2019,New London,CT,Passenger,0,1,1,235,236,0.42
October 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
April 30 2025,Douglas,NE,Passenger,1,2,3,22,25,12
August 31 2023,Kane,IL,Passenger,1,1,2,8,10,20
December 31 2017,Twin Falls,ID,Passenger,0,1,1,27,28,3.57
February 28 2017,King,WA,Passenger,9094,3711,12805,1384205,1397010,0.92
August 31 2023,Kern,CA,Passenger,3,1,4,207,211,1.9
May 31 2025,Harris,TX,Passenger,4,1,5,148,153,3.27
May 31 2022,Leavenworth,KS,Passenger,1,1,2,93,95,2.11
November 30 2023,Douglas,WA,Truck,8,0,8,13042,13050,0.06
March 31 2025,Yolo,CA,Passenger,1,0,1,35,36,2.78
June 30 2020,Grant,WA,Truck,0,0,0,27071,27071,0
May 31 2021,Ray,MO,Passenger,0,1,1,1,2,50
December 31 2019,Fulton,GA,Passenger,0,3,3,112,115,2.61
March 31 2024,Clallam,WA,Passenger,719,337,1056,48551,49607,2.13
March 31 2022,Eagle,CO,Passenger,1,0,1,6,7,14.29
January 31 2020,Columbia,OR,Passenger,1,0,1,31,32,3.12
September 30 2019,Lincoln,WA,Passenger,2,10,12,7798,7810,0.15
October 31 2018,Jefferson,CO,Passenger,0,1,1,66,67,1.49
February 29 2024,Albemarle,VA,Passenger,2,0,2,17,19,10.53
May 31 2023,Spokane,WA,Passenger,2218,1051,3269,320909,324178,1.01
May 31 2020,Cowlitz,WA,Truck,0,0,0,28743,28743,0
November 30 2020,Montgomery,AL,Passenger,1,1,2,35,37,5.41
June 30 2017,Ramsey,MN,Passenger,1,0,1,44,45,2.22
March 31 2019,Montgomery,PA,Passenger,2,0,2,36,38,5.26
October 31 2023,Sussex,NJ,Passenger,1,0,1,2,3,33.33
September 30 2022,Sarpy,NE,Passenger,1,0,1,69,70,1.43
January 31 2023,Lake,IN,Passenger,0,1,1,13,14,7.14
September 30 2025,Lewis,WA,Passenger,732,443,1175,60055,61230,1.92
October 31 2018,Clackamas,OR,Passenger,0,1,1,238,239,0.42
July 31 2022,Orange,NC,Passenger,1,0,1,10,11,9.09
August 31 2024,Chesapeake,VA,Passenger,1,2,3,306,309,0.97
December 31 2020,Cascade,MT,Passenger,0,1,1,72,73,1.37
May 31 2021,Arapahoe,CO,Passenger,1,0,1,137,138,0.72
February 28 2017,Lewis,NY,Passenger,0,1,1,10,11,9.09
November 30 2024,Plaquemines,LA,Passenger,1,0,1,22,23,4.35
August 31 2025,Shelby,AL,Passenger,2,0,2,5,7,28.57
March 31 2021,Jones,GA,Passenger,1,0,1,1,2,50
January 31 2025,Chesapeake,VA,Passenger,2,2,4,290,294,1.36
June 30 2024,Allegheny,PA,Passenger,4,0,4,63,67,5.97
October 31 2024,Hernando,FL,Passenger,1,0,1,10,11,9.09
September 30 2023,Benton,WA,Passenger,1270,618,1888,134816,136704,1.38
April 30 2025,Monmouth,NJ,Passenger,2,0,2,17,19,10.53
July 31 2022,Goochland,VA,Passenger,4,2,6,195,201,2.99
June 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50
May 31 2018,Grays Harbor,WA,Passenger,50,55,105,46388,46493,0.23
May 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
May 31 2022,Juneau,AK,Passenger,0,1,1,36,37,2.7
July 31 2025,Grant,WA,Passenger,648,282,930,68665,69595,1.34
November 30 2021,Pima,AZ,Passenger,1,1,2,337,339,0.59
December 31 2023,Okanogan,WA,Passenger,159,75,234,25998,26232,0.89
January 31 2022,Utah,UT,Passenger,1,0,1,141,142,0.7
November 30 2022,Asotin,WA,Passenger,29,20,49,12414,12463,0.39
August 31 2023,Yakima,WA,Passenger,553,273,826,165767,166593,0.5
July 31 2019,Spokane,WA,Passenger,558,434,992,312420,313412,0.32
January 31 2025,Pend Oreille,WA,Truck,6,0,6,5525,5531,0.11
May 31 2018,Hamilton,IN,Passenger,1,0,1,46,47,2.13
July 31 2020,Camden,NJ,Passenger,0,1,1,21,22,4.55
February 28 2025,Burlington,NJ,Passenger,0,3,3,77,80,3.75
October 31 2022,Tom Green,TX,Passenger,0,1,1,20,21,4.76
May 31 2025,Benton,WA,Truck,106,0,106,43310,43416,0.24
March 31 2021,Thurston,WA,Passenger,1430,823,2253,196822,199075,1.13
September 30 2018,Williamson,TX,Passenger,0,1,1,189,190,0.53
June 30 2019,Shasta,CA,Passenger,1,0,1,49,50,2
March 31 2017,Lewis,WA,Passenger,45,36,81,55090,55171,0.15
October 31 2020,Washington,OR,Passenger,1,0,1,484,485,0.21
February 29 2020,Denton,TX,Passenger,1,0,1,115,116,0.86
June 30 2022,Whitman,WA,Truck,1,0,1,8551,8552,0.01
August 31 2017,Columbia,WA,Truck,0,0,0,1542,1542,0
June 30 2017,Okanogan,WA,Passenger,4,17,21,25694,25715,0.08
January 31 2025,Dallas,TX,Passenger,1,0,1,108,109,0.92
September 30 2022,Yakima,WA,Passenger,377,209,586,166106,166692,0.35
December 31 2017,Thurston,WA,Passenger,470,391,861,189874,190735,0.45
June 30 2020,Moore,NC,Passenger,0,2,2,175,177,1.13
December 31 2019,Moore,NC,Passenger,0,1,1,173,174,0.57
October 31 2024,Horry,SC,Passenger,1,1,2,12,14,14.29
June 30 2022,Monroe,NY,Passenger,1,0,1,25,26,3.85
May 31 2020,Botetourt,VA,Passenger,1,0,1,0,1,100
December 31 2023,Garfield,OK,Passenger,1,0,1,20,21,4.76
July 31 2019,San Mateo,CA,Passenger,2,1,3,135,138,2.17
January 31 2025,Okanogan,WA,Truck,28,0,28,16409,16437,0.17
June 30 2025,Barnstable,MA,Passenger,1,0,1,11,12,8.33
November 30 2023,King,WA,Truck,958,2,960,172763,173723,0.55
August 31 2017,Whatcom,WA,Truck,2,0,2,41743,41745,0
December 31 2021,El Dorado,CA,Passenger,1,0,1,38,39,2.56
February 28 2023,Suffolk,MA,Passenger,3,1,4,38,42,9.52
October 31 2023,Charles,MD,Passenger,2,1,3,65,68,4.41
March 31 2025,Wasco,OR,Passenger,0,1,1,20,21,4.76
October 31 2021,Tarrant,TX,Passenger,3,0,3,197,200,1.5
July 31 2023,Skagit,WA,Passenger,1144,420,1564,88392,89956,1.74
November 30 2017,Multnomah,OR,Passenger,3,3,6,949,955,0.63
August 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20
May 31 2019,Portsmouth,VA,Passenger,0,1,1,72,73,1.37
April 30 2023,Douglas,CO,Passenger,1,1,2,80,82,2.44
October 31 2017,Madison,ID,Passenger,1,0,1,37,38,2.63
January 31 2023,Spotsylvania,VA,Passenger,1,0,1,32,33,3.03
May 31 2018,Contra Costa,CA,Passenger,0,1,1,442,443,0.23
November 30 2023,Montgomery,PA,Passenger,1,0,1,27,28,3.57
April 30 2018,Stevens,WA,Truck,0,0,0,18488,18488,0
May 31 2022,Kitsap,WA,Truck,3,0,3,53465,53468,0.01
July 31 2021,Loudoun,VA,Passenger,1,0,1,77,78,1.28
January 31 2026,Bernalillo,NM,Passenger,1,0,1,51,52,1.92
December 31 2017,Sedgwick,KS,Passenger,0,1,1,115,116,0.86
May 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
August 31 2018,Clark,NV,Passenger,2,3,5,823,828,0.6
May 31 2024,Solano,CA,Passenger,3,0,3,172,175,1.71
May 31 2023,Skamania,WA,Passenger,104,58,162,8035,8197,1.98
December 31 2023,Saratoga,NY,Passenger,1,1,2,53,55,3.64
January 31 2026,Okanogan,WA,Truck,37,0,37,15865,15902,0.23
August 31 2017,Orange,CA,Passenger,3,1,4,648,652,0.61
April 30 2023,Broward,FL,Passenger,1,0,1,78,79,1.27
March 31 2024,Providence,RI,Passenger,1,0,1,19,20,5
February 28 2019,Clark,NV,Passenger,4,3,7,802,809,0.87
December 31 2024,Klickitat,WA,Passenger,253,108,361,15261,15622,2.31
January 31 2023,Klickitat,WA,Passenger,125,54,179,15093,15272,1.17
June 30 2017,Multnomah,OR,Passenger,1,3,4,1042,1046,0.38
March 31 2023,Suffolk,VA,Passenger,2,0,2,131,133,1.5
June 30 2017,Skagit,WA,Passenger,141,103,244,88037,88281,0.28
August 31 2021,Ferry,WA,Truck,0,0,0,3634,3634,0
November 30 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
August 31 2024,Columbia,WA,Truck,1,0,1,1563,1564,0.06
July 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
August 31 2021,Wake,NC,Passenger,1,0,1,159,160,0.62
September 30 2021,Frederick,MD,Passenger,1,1,2,71,73,2.74
July 31 2024,Collin,TX,Passenger,7,1,8,77,85,9.41
June 30 2018,,,Passenger,3,2,5,435,440,1.14
April 30 2022,New York,NY,Passenger,4,0,4,55,59,6.78
September 30 2023,Philadelphia,PA,Passenger,0,1,1,69,70,1.43
February 28 2023,Pacific,WA,Truck,2,0,2,7804,7806,0.03
March 31 2020,El Paso,TX,Passenger,2,0,2,438,440,0.45
February 29 2024,Mercer,NJ,Passenger,0,1,1,11,12,8.33
July 31 2019,Grant,WA,Truck,0,0,0,26688,26688,0
May 31 2020,San Juan,WA,Truck,0,0,0,5854,5854,0
May 31 2022,Mecklenburg,NC,Passenger,1,0,1,90,91,1.1
February 28 2017,District of Columbia,DC,Passenger,0,3,3,218,221,1.36
July 31 2023,Harford,MD,Passenger,2,1,3,54,57,5.26
February 28 2025,Travis,TX,Passenger,6,1,7,93,100,7
October 31 2021,Bernalillo,NM,Passenger,1,0,1,124,125,0.8
February 28 2023,Pulaski,AR,Passenger,2,0,2,36,38,5.26
October 31 2022,Douglas,CO,Passenger,1,1,2,89,91,2.2
March 31 2025,Tippecanoe,IN,Passenger,0,1,1,13,14,7.14
May 31 2022,Arlington,VA,Passenger,3,0,3,154,157,1.91
August 31 2017,Adams,WA,Passenger,3,3,6,12174,12180,0.05
June 30 2022,King,WA,Truck,66,1,67,180465,180532,0.04
August 31 2017,Latah,ID,Passenger,0,1,1,97,98,1.02
September 30 2022,Jefferson,NY,Passenger,1,3,4,195,199,2.01
November 30 2020,Arapahoe,CO,Passenger,1,0,1,143,144,0.69
January 31 2026,Kings,NY,Passenger,1,1,2,43,45,4.44
March 31 2025,Utah,UT,Passenger,2,0,2,94,96,2.08
April 30 2019,Jefferson,WA,Truck,0,0,0,9644,9644,0
January 31 2017,Skamania,WA,Truck,0,0,0,3908,3908,0
August 31 2024,Virginia Beach,VA,Passenger,5,3,8,475,483,1.66
May 31 2023,Whatcom,WA,Passenger,2395,869,3264,147385,150649,2.17
July 31 2024,Lake,IL,Passenger,10,0,10,147,157,6.37
March 31 2024,Riverside,CA,Passenger,13,2,15,507,522,2.87
January 31 2025,Galveston,TX,Passenger,1,0,1,16,17,5.88
October 31 2018,Carson City,NV,Passenger,1,0,1,17,18,5.56
August 31 2021,Cowlitz,WA,Passenger,237,153,390,72039,72429,0.54
August 31 2025,Spokane,WA,Passenger,4998,2153,7151,320381,327532,2.18
October 31 2023,Cumberland,ME,Passenger,1,0,1,17,18,5.56
August 31 2018,Lane,OR,Passenger,0,1,1,192,193,0.52
April 30 2024,Sussex,NJ,Passenger,1,0,1,2,3,33.33
May 31 2023,Pend Oreille,WA,Passenger,30,11,41,8841,8882,0.46
July 31 2024,Monroe,WI,Passenger,1,0,1,12,13,7.69
July 31 2024,Isle of Wight,VA,Passenger,0,1,1,21,22,4.55
June 30 2020,Yakima,WA,Truck,0,0,0,59861,59861,0
November 30 2025,Multnomah,OR,Passenger,9,3,12,412,424,2.83
July 31 2018,Shelby,TN,Passenger,0,1,1,111,112,0.89
July 31 2019,Polk,FL,Passenger,1,0,1,76,77,1.3
June 30 2022,Queens,NY,Passenger,1,0,1,58,59,1.69
October 31 2017,Missoula,MT,Passenger,1,0,1,71,72,1.39
January 31 2020,Duval,FL,Passenger,1,2,3,381,384,0.78
April 30 2024,Orange,VA,Passenger,1,0,1,1,2,50
September 30 2025,Richland,SC,Passenger,0,1,1,104,105,0.95
July 31 2025,Middlesex,MA,Passenger,4,2,6,74,80,7.5
March 31 2017,Fresno,CA,Passenger,1,0,1,231,232,0.43
February 28 2018,Chelan,WA,Passenger,93,39,132,53221,53353,0.25
